seq_type	feature	class	product_accession	name	symbol	locus_tag	symbol_old	locus_tag_old	symbol_renamed	locus_tag_a	final_gene_name
chromosome	CDS	with_protein	WHS53737.1	PA5502 family lipoprotein		QLH64-26020		QLH64_26020	FALSE	QLH64-26020	QLH64-26020
chromosome	CDS	with_protein	WHS53738.1	zinc ABC transporter permease subunit ZnuB	znuB	QLH64-26025	znuB	QLH64_26025	FALSE	QLH64-26025	znuB
chromosome	CDS	with_protein	WHS53739.1	zinc ABC transporter ATP-binding protein ZnuC	znuC	QLH64-26030	znuC	QLH64_26030	FALSE	QLH64-26030	znuC
chromosome	CDS	with_protein	WHS53740.1	zinc uptake transcriptional repressor Zur	zur	QLH64-26035	zur	QLH64_26035	FALSE	QLH64-26035	zur
chromosome	CDS	with_protein	WHS53741.1	zinc ABC transporter substrate-binding protein ZnuA	znuA	QLH64-26040	znuA	QLH64_26040	FALSE	QLH64-26040	znuA
chromosome	CDS	with_protein	WHS53742.1	homoserine kinase		QLH64-26045		QLH64_26045	FALSE	QLH64-26045	QLH64-26045
chromosome	CDS	with_protein	WHS53743.1	DUF2782 domain-containing protein		QLH64-26050		QLH64_26050	FALSE	QLH64-26050	QLH64-26050
chromosome	CDS	with_protein	WHS53744.1	DNA polymerase I	polA	QLH64-26055	polA	QLH64_26055	FALSE	QLH64-26055	polA
chromosome	CDS	with_protein	WHS53745.1	ribosome biogenesis GTP-binding protein YihA/YsxC	yihA	QLH64-26060	yihA	QLH64_26060	FALSE	QLH64-26060	yihA
chromosome	CDS	with_protein	WHS53746.1	c-type cytochrome		QLH64-26065		QLH64_26065	FALSE	QLH64-26065	QLH64-26065
chromosome	CDS	with_protein	WHS53747.1	c-type cytochrome		QLH64-26070		QLH64_26070	FALSE	QLH64-26070	QLH64-26070
chromosome	CDS	with_protein	WHS53748.1	thiol:disulfide interchange protein DsbA/DsbL		QLH64-26075		QLH64_26075	FALSE	QLH64-26075	QLH64-26075
chromosome	CDS	with_protein	WHS53749.1	endonuclease/exonuclease/phosphatase family protein		QLH64-26080		QLH64_26080	FALSE	QLH64-26080	QLH64-26080
chromosome	CDS	with_protein	WHS53750.1	diguanylate cyclase		QLH64-26085		QLH64_26085	FALSE	QLH64-26085	QLH64-26085
chromosome	CDS	with_protein	WHS53751.1	N-acetylmuramoyl-L-alanine amidase		QLH64-26090		QLH64_26090	FALSE	QLH64-26090	QLH64-26090
chromosome	CDS	with_protein	WHS57282.1	EAL domain-containing protein		QLH64-26095		QLH64_26095	FALSE	QLH64-26095	QLH64-26095
chromosome	CDS	with_protein	WHS53752.1	KinB sensor domain-containing domain		QLH64-26100		QLH64_26100	FALSE	QLH64-26100	QLH64-26100
chromosome	CDS	with_protein	WHS53753.1	sigma-54-dependent response regulator transcription factor AlgB	algB	QLH64-26105	algB	QLH64_26105	FALSE	QLH64-26105	algB
chromosome	CDS	with_protein	WHS53754.1	hypothetical protein		QLH64-26110		QLH64_26110	FALSE	QLH64-26110	QLH64-26110
chromosome	CDS	with_protein	WHS53755.1	DUF1328 domain-containing protein		QLH64-26115		QLH64_26115	FALSE	QLH64-26115	QLH64-26115
chromosome	CDS	with_protein	WHS53756.1	inhibitor of vertebrate lysozyme family protein		QLH64-26120		QLH64_26120	FALSE	QLH64-26120	QLH64-26120
chromosome	CDS	with_protein	WHS53757.1	glutamate/aspartate:proton symporter GltP	gltP	QLH64-26125	gltP	QLH64_26125	FALSE	QLH64-26125	gltP
chromosome	CDS	with_protein	WHS53758.1	nucleoside recognition domain-containing protein		QLH64-26130		QLH64_26130	FALSE	QLH64-26130	QLH64-26130
chromosome	CDS	with_protein	WHS53759.1	ABC-type transport auxiliary lipoprotein family protein		QLH64-26135		QLH64_26135	FALSE	QLH64-26135	QLH64-26135
chromosome	CDS	with_protein	WHS53760.1	MlaD family protein		QLH64-26140		QLH64_26140	FALSE	QLH64-26140	QLH64-26140
chromosome	CDS	with_protein	WHS53761.1	ATP-binding cassette domain-containing protein		QLH64-26145		QLH64_26145	FALSE	QLH64-26145	QLH64-26145
chromosome	CDS	with_protein	WHS53762.1	ABC transporter permease		QLH64-26150		QLH64_26150	FALSE	QLH64-26150	QLH64-26150
chromosome	CDS	with_protein	WHS53763.1	DUF5924 family protein		QLH64-26155		QLH64_26155	FALSE	QLH64-26155	QLH64-26155
chromosome	CDS	with_protein	WHS53764.1	insulinase family protein		QLH64-26160		QLH64_26160	FALSE	QLH64-26160	QLH64-26160
chromosome	CDS	with_protein	WHS53765.1	Na/Pi cotransporter family protein		QLH64-26165		QLH64_26165	FALSE	QLH64-26165	QLH64-26165
chromosome	CDS	with_protein	WHS53766.1	TerC family protein		QLH64-26170		QLH64_26170	FALSE	QLH64-26170	QLH64-26170
chromosome	CDS	with_protein	WHS53767.1	CitMHS family transporter		QLH64-26175		QLH64_26175	FALSE	QLH64-26175	QLH64-26175
chromosome	CDS	with_protein	WHS53768.1	DOPA 4,5-dioxygenase family protein		QLH64-26180		QLH64_26180	FALSE	QLH64-26180	QLH64-26180
chromosome	CDS	with_protein	WHS53769.1	NAD(P)H-binding protein		QLH64-26185		QLH64_26185	FALSE	QLH64-26185	QLH64-26185
chromosome	CDS	with_protein	WHS53770.1	LysR family transcriptional regulator		QLH64-26190		QLH64_26190	FALSE	QLH64-26190	QLH64-26190
chromosome	CDS	with_protein	WHS53771.1	choline-sulfatase	betC	QLH64-26195	betC	QLH64_26195	FALSE	QLH64-26195	betC
chromosome	CDS	with_protein	WHS53772.1	choline ABC transporter substrate-binding protein	choX_2	QLH64-26200	choX	QLH64_26200	TRUE	QLH64-26200	choX_2
chromosome	CDS	with_protein	WHS53773.1	SulP family inorganic anion transporter		QLH64-26205		QLH64_26205	FALSE	QLH64-26205	QLH64-26205
chromosome	CDS	with_protein	WHS53774.1	shikimate dehydrogenase	aroE	QLH64-26210	aroE	QLH64_26210	FALSE	QLH64-26210	aroE
chromosome	CDS	with_protein	WHS53775.1	oxygen-dependent coproporphyrinogen oxidase	hemF	QLH64-26215	hemF	QLH64_26215	FALSE	QLH64-26215	hemF
chromosome	CDS	with_protein	WHS53776.1	NADPH:quinone reductase		QLH64-26220		QLH64_26220	FALSE	QLH64-26220	QLH64-26220
chromosome	CDS	with_protein	WHS53777.1	L-threonylcarbamoyladenylate synthase		QLH64-26225		QLH64_26225	FALSE	QLH64-26225	QLH64-26225
chromosome	CDS	with_protein	WHS53778.1	DNA-processing protein DprA	dprA	QLH64-26230	dprA	QLH64_26230	FALSE	QLH64-26230	dprA
chromosome	CDS	with_protein	WHS53779.1	LysM domain-containing protein		QLH64-26235		QLH64_26235	FALSE	QLH64-26235	QLH64-26235
chromosome	CDS	with_protein	WHS53780.1	peptide deformylase	def_2	QLH64-26240	def	QLH64_26240	TRUE	QLH64-26240	def_2
chromosome	CDS	with_protein	WHS53781.1	methionyl-tRNA formyltransferase	fmt	QLH64-26245	fmt	QLH64_26245	FALSE	QLH64-26245	fmt
chromosome	CDS	with_protein	WHS53782.1	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB	QLH64-26250	rsmB	QLH64_26250	FALSE	QLH64-26250	rsmB
chromosome	CDS	with_protein	WHS53783.1	Trk system potassium transporter TrkA	trkA	QLH64-26255	trkA	QLH64_26255	FALSE	QLH64-26255	trkA
chromosome	CDS	with_protein	WHS53784.1	tetratricopeptide repeat protein		QLH64-26260		QLH64_26260	FALSE	QLH64-26260	QLH64-26260
chromosome	CDS	with_protein	WHS53785.1	hypothetical protein		QLH64-26265		QLH64_26265	FALSE	QLH64-26265	QLH64-26265
chromosome	CDS	with_protein	WHS53786.1	EamA family transporter		QLH64-26270		QLH64_26270	FALSE	QLH64-26270	QLH64-26270
chromosome	CDS	with_protein	WHS53787.1	HEXXH motif-containing putative peptide modification protein		QLH64-26275		QLH64_26275	FALSE	QLH64-26275	QLH64-26275
chromosome	CDS	with_protein	WHS53788.1	type I secretion target		QLH64-26280		QLH64_26280	FALSE	QLH64-26280	QLH64-26280
chromosome	CDS	with_protein	WHS57306.1	hypothetical protein		QLH64-26285		QLH64_26285	FALSE	QLH64-26285	QLH64-26285
chromosome	CDS	with_protein	WHS53789.1	hypothetical protein		QLH64-26290		QLH64_26290	FALSE	QLH64-26290	QLH64-26290
chromosome	CDS	with_protein	WHS53790.1	DUF2459 domain-containing protein		QLH64-26295		QLH64_26295	FALSE	QLH64-26295	QLH64-26295
chromosome	CDS	with_protein	WHS53791.1	tetratricopeptide repeat protein		QLH64-26300		QLH64_26300	FALSE	QLH64-26300	QLH64-26300
chromosome	CDS	with_protein	WHS53792.1	DUF2971 domain-containing protein		QLH64-26305		QLH64_26305	FALSE	QLH64-26305	QLH64-26305
chromosome	CDS	with_protein	WHS53793.1	DUF5677 domain-containing protein		QLH64-26310		QLH64_26310	FALSE	QLH64-26310	QLH64-26310
chromosome	CDS	with_protein	WHS57283.1	DUF6124 family protein		QLH64-26315		QLH64_26315	FALSE	QLH64-26315	QLH64-26315
chromosome	CDS	with_protein	WHS53794.1	SCO family protein		QLH64-26320		QLH64_26320	FALSE	QLH64-26320	QLH64-26320
chromosome	CDS	with_protein	WHS53795.1	heme o synthase	cyoE_2	QLH64-26325	cyoE	QLH64_26325	TRUE	QLH64-26325	cyoE_2
chromosome	CDS	with_protein	WHS53796.1	COX15/CtaA family protein		QLH64-26330		QLH64_26330	FALSE	QLH64-26330	QLH64-26330
chromosome	CDS	with_protein	WHS53797.1	hypothetical protein		QLH64-26335		QLH64_26335	FALSE	QLH64-26335	QLH64-26335
chromosome	CDS	with_protein	WHS53798.1	SURF1 family protein		QLH64-26340		QLH64_26340	FALSE	QLH64-26340	QLH64-26340
chromosome	CDS	with_protein	WHS53799.1	twin transmembrane helix small protein		QLH64-26345		QLH64_26345	FALSE	QLH64-26345	QLH64-26345
chromosome	CDS	with_protein	WHS53800.1	cytochrome c oxidase subunit 3		QLH64-26350		QLH64_26350	FALSE	QLH64-26350	QLH64-26350
chromosome	CDS	with_protein	WHS53801.1	cytochrome c oxidase assembly protein		QLH64-26355		QLH64_26355	FALSE	QLH64-26355	QLH64-26355
chromosome	CDS	with_protein	WHS53802.1	cytochrome c oxidase subunit I	ctaD	QLH64-26360	ctaD	QLH64_26360	FALSE	QLH64-26360	ctaD
chromosome	CDS	with_protein	WHS53803.1	cytochrome c oxidase subunit II	coxB	QLH64-26365	coxB	QLH64_26365	FALSE	QLH64-26365	coxB
chromosome	CDS	with_protein	WHS53804.1	hypothetical protein		QLH64-26370		QLH64_26370	FALSE	QLH64-26370	QLH64-26370
chromosome	CDS	with_protein	WHS53805.1	SulP family inorganic anion transporter		QLH64-26375		QLH64_26375	FALSE	QLH64-26375	QLH64-26375
chromosome	CDS	with_protein	WHS53806.1	carbonic anhydrase		QLH64-26380		QLH64_26380	FALSE	QLH64-26380	QLH64-26380
chromosome	CDS	with_protein	WHS53807.1	PA0069 family radical SAM protein		QLH64-26385		QLH64_26385	FALSE	QLH64-26385	QLH64-26385
chromosome	CDS	with_protein	WHS57284.1	tyrosine-protein phosphatase		QLH64-26390		QLH64_26390	FALSE	QLH64-26390	QLH64-26390
chromosome	CDS	with_protein	WHS53808.1	M3 family metallopeptidase		QLH64-26395		QLH64_26395	FALSE	QLH64-26395	QLH64-26395
chromosome	CDS	with_protein	WHS53809.1	YheV family putative zinc ribbon protein		QLH64-26400		QLH64_26400	FALSE	QLH64-26400	QLH64-26400
chromosome	CDS	with_protein	WHS53810.1	oligopeptidase A	prlC	QLH64-26405	prlC	QLH64_26405	FALSE	QLH64-26405	prlC
chromosome	CDS	with_protein	WHS53811.1	gamma carbonic anhydrase family protein		QLH64-26410		QLH64_26410	FALSE	QLH64-26410	QLH64-26410
chromosome	CDS	with_protein	WHS53812.1	HAD family hydrolase		QLH64-26415		QLH64_26415	FALSE	QLH64-26415	QLH64-26415
chromosome	CDS	with_protein	WHS53813.1	transposase		QLH64-26420		QLH64_26420	FALSE	QLH64-26420	QLH64-26420
chromosome	CDS	with_protein	WHS53814.1	AraC family transcriptional regulator		QLH64-26425		QLH64_26425	FALSE	QLH64-26425	QLH64-26425
chromosome	CDS	with_protein	WHS57285.1	asparaginase		QLH64-26430		QLH64_26430	FALSE	QLH64-26430	QLH64-26430
chromosome	CDS	with_protein	WHS53815.1	alanine/glycine:cation symporter family protein		QLH64-26435		QLH64_26435	FALSE	QLH64-26435	QLH64-26435
chromosome	CDS	with_protein	WHS53816.1	aspartate ammonia-lyase	aspA	QLH64-26440	aspA	QLH64_26440	FALSE	QLH64-26440	aspA
chromosome	CDS	with_protein	WHS53817.1	LysR substrate-binding domain-containing protein		QLH64-26445		QLH64_26445	FALSE	QLH64-26445	QLH64-26445
chromosome	CDS	with_protein	WHS53818.1	5-(carboxyamino)imidazole ribonucleotide mutase	purE	QLH64-26450	purE	QLH64_26450	FALSE	QLH64-26450	purE
chromosome	CDS	with_protein	WHS53819.1	5-(carboxyamino)imidazole ribonucleotide synthase		QLH64-26455		QLH64_26455	FALSE	QLH64-26455	QLH64-26455
chromosome	CDS	with_protein	WHS53820.1	GlsB/YeaQ/YmgE family stress response membrane protein		QLH64-26460		QLH64_26460	FALSE	QLH64-26460	QLH64-26460
chromosome	CDS	with_protein	WHS53821.1	DUF3299 domain-containing protein		QLH64-26465		QLH64_26465	FALSE	QLH64-26465	QLH64-26465
chromosome	CDS	with_protein	WHS53822.1	D-hexose-6-phosphate mutarotase		QLH64-26470		QLH64_26470	FALSE	QLH64-26470	QLH64-26470
chromosome	CDS	with_protein	WHS53823.1	acyl-CoA thioesterase		QLH64-26475		QLH64_26475	FALSE	QLH64-26475	QLH64-26475
chromosome	CDS	with_protein	WHS53824.1	MFS transporter		QLH64-26480		QLH64_26480	FALSE	QLH64-26480	QLH64-26480
chromosome	CDS	with_protein	WHS53825.1	phosphate ABC transporter substrate-binding protein PstS		QLH64-26485		QLH64_26485	FALSE	QLH64-26485	QLH64-26485
chromosome	CDS	with_protein	WHS53826.1	ABC transporter permease subunit		QLH64-26490		QLH64_26490	FALSE	QLH64-26490	QLH64-26490
chromosome	CDS	with_protein	WHS53827.1	phosphate ABC transporter permease PstA	pstA	QLH64-26495	pstA	QLH64_26495	FALSE	QLH64-26495	pstA
chromosome	CDS	with_protein	WHS53828.1	phosphate ABC transporter ATP-binding protein PstB	pstB	QLH64-26500	pstB	QLH64_26500	FALSE	QLH64-26500	pstB
chromosome	CDS	with_protein	WHS53829.1	phosphate signaling complex protein PhoU	phoU	QLH64-26505	phoU	QLH64_26505	FALSE	QLH64-26505	phoU
chromosome	CDS	with_protein	WHS53830.1	response regulator		QLH64-26510		QLH64_26510	FALSE	QLH64-26510	QLH64-26510
chromosome	CDS	with_protein	WHS53831.1	M23 family metallopeptidase		QLH64-26515		QLH64_26515	FALSE	QLH64-26515	QLH64-26515
chromosome	CDS	with_protein	WHS53832.1	hemolysin family protein		QLH64-26520		QLH64_26520	FALSE	QLH64-26520	QLH64-26520
chromosome	CDS	with_protein	WHS57286.1	phosphate regulon sensor histidine kinase PhoR	phoR	QLH64-26525	phoR	QLH64_26525	FALSE	QLH64-26525	phoR
chromosome	CDS	with_protein	WHS53833.1	phosphate regulon transcriptional regulator PhoB	phoB	QLH64-26530	phoB	QLH64_26530	FALSE	QLH64-26530	phoB
chromosome	CDS	with_protein	WHS53834.1	hypothetical protein		QLH64-26535		QLH64_26535	FALSE	QLH64-26535	QLH64-26535
chromosome	CDS	with_protein	WHS53835.1	4-hydroxybenzoate octaprenyltransferase	ubiA	QLH64-26540	ubiA	QLH64_26540	FALSE	QLH64-26540	ubiA
chromosome	CDS	with_protein	WHS53836.1	chorismate lyase		QLH64-26545		QLH64_26545	FALSE	QLH64-26545	QLH64-26545
chromosome	CDS	with_protein	WHS53837.1	rubredoxin		QLH64-26550		QLH64_26550	FALSE	QLH64-26550	QLH64-26550
chromosome	CDS	with_protein	WHS53838.1	FAD-dependent oxidoreductase		QLH64-26555		QLH64_26555	FALSE	QLH64-26555	QLH64-26555
chromosome	CDS	with_protein	WHS53839.1	HU family DNA-binding protein		QLH64-26560		QLH64_26560	FALSE	QLH64-26560	QLH64-26560
chromosome	CDS	with_protein	WHS53840.1	aminopeptidase		QLH64-26565		QLH64_26565	FALSE	QLH64-26565	QLH64-26565
chromosome	CDS	with_protein	WHS53841.1	hypothetical protein		QLH64-26570		QLH64_26570	FALSE	QLH64-26570	QLH64-26570
chromosome	CDS	with_protein	WHS53842.1	hypothetical protein		QLH64-26575		QLH64_26575	FALSE	QLH64-26575	QLH64-26575
chromosome	CDS	with_protein	WHS53843.1	DUF1161 domain-containing protein		QLH64-26580		QLH64_26580	FALSE	QLH64-26580	QLH64-26580
chromosome	CDS	with_protein	WHS53844.1	OsmC family protein		QLH64-26585		QLH64_26585	FALSE	QLH64-26585	QLH64-26585
chromosome	CDS	with_protein	WHS53845.1	LLM class flavin-dependent oxidoreductase		QLH64-26590		QLH64_26590	FALSE	QLH64-26590	QLH64-26590
chromosome	CDS	with_protein	WHS53846.1	DUF1161 domain-containing protein		QLH64-26595		QLH64_26595	FALSE	QLH64-26595	QLH64-26595
chromosome	CDS	with_protein	WHS53847.1	dodecin family protein		QLH64-26600		QLH64_26600	FALSE	QLH64-26600	QLH64-26600
chromosome	CDS	with_protein	WHS53848.1	DUF883 family protein		QLH64-26605		QLH64_26605	FALSE	QLH64-26605	QLH64-26605
chromosome	CDS	with_protein	WHS53849.1	LysR family transcriptional regulator		QLH64-26610		QLH64_26610	FALSE	QLH64-26610	QLH64-26610
chromosome	CDS	with_protein	WHS53850.1	tryptophan synthase subunit beta	trpB	QLH64-26615	trpB	QLH64_26615	FALSE	QLH64-26615	trpB
chromosome	CDS	with_protein	WHS53851.1	tryptophan synthase subunit alpha	trpA	QLH64-26620	trpA	QLH64_26620	FALSE	QLH64-26620	trpA
chromosome	CDS	with_protein	WHS53852.1	DUF4105 domain-containing protein		QLH64-26625		QLH64_26625	FALSE	QLH64-26625	QLH64-26625
chromosome	CDS	with_protein	WHS53853.1	DUF2388 domain-containing protein		QLH64-26630		QLH64_26630	FALSE	QLH64-26630	QLH64-26630
chromosome	CDS	with_protein	WHS53854.1	DUF2388 domain-containing protein		QLH64-26635		QLH64_26635	FALSE	QLH64-26635	QLH64-26635
chromosome	CDS	with_protein	WHS53855.1	DUF2388 domain-containing protein		QLH64-26640		QLH64_26640	FALSE	QLH64-26640	QLH64-26640
chromosome	CDS	with_protein	WHS53856.1	DUF1127 domain-containing protein		QLH64-26645		QLH64_26645	FALSE	QLH64-26645	QLH64-26645
chromosome	CDS	with_protein	WHS53857.1	acetyl-CoA hydrolase/transferase family protein		QLH64-26650		QLH64_26650	FALSE	QLH64-26650	QLH64-26650
chromosome	CDS	with_protein	WHS53858.1	NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta		QLH64-26655		QLH64_26655	FALSE	QLH64-26655	QLH64-26655
chromosome	CDS	with_protein	WHS53859.1	NAD(P) transhydrogenase subunit alpha		QLH64-26660		QLH64_26660	FALSE	QLH64-26660	QLH64-26660
chromosome	CDS	with_protein	WHS53860.1	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha		QLH64-26665		QLH64_26665	FALSE	QLH64-26665	QLH64-26665
chromosome	CDS	with_protein	WHS53861.1	LysR family transcriptional regulator		QLH64-26670		QLH64_26670	FALSE	QLH64-26670	QLH64-26670
chromosome	CDS	with_protein	WHS53862.1	acyl-CoA dehydrogenase		QLH64-26675		QLH64_26675	FALSE	QLH64-26675	QLH64-26675
chromosome	CDS	with_protein	WHS53863.1	CaiB/BaiF CoA-transferase family protein		QLH64-26680		QLH64_26680	FALSE	QLH64-26680	QLH64-26680
chromosome	rRNA			16S ribosomal RNA		QLH64-26685		QLH64_26685	FALSE	QLH64-26685	QLH64-26685
chromosome	tRNA			tRNA-Ile		QLH64-26690		QLH64_26690	FALSE	QLH64-26690	QLH64-26690
chromosome	tRNA			tRNA-Ala		QLH64-26695		QLH64_26695	FALSE	QLH64-26695	QLH64-26695
chromosome	rRNA			23S ribosomal RNA		QLH64-26700		QLH64_26700	FALSE	QLH64-26700	QLH64-26700
chromosome	rRNA			5S ribosomal RNA	rrf_5	QLH64-26705	rrf	QLH64_26705	TRUE	QLH64-26705	rrf_5
chromosome	rRNA			5S ribosomal RNA	rrf_6	QLH64-26710	rrf	QLH64_26710	TRUE	QLH64-26710	rrf_6
chromosome	CDS	with_protein	WHS53864.1	NADH:ubiquinone oxidoreductase subunit N		QLH64-26715		QLH64_26715	FALSE	QLH64-26715	QLH64-26715
chromosome	CDS	with_protein	WHS53865.1	YdgA family protein		QLH64-26720		QLH64_26720	FALSE	QLH64-26720	QLH64-26720
chromosome	CDS	with_protein	WHS53866.1	poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA	pgaA	QLH64-26725	pgaA	QLH64_26725	FALSE	QLH64-26725	pgaA
chromosome	CDS	with_protein	WHS53867.1	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB	pgaB	QLH64-26730	pgaB	QLH64_26730	FALSE	QLH64-26730	pgaB
chromosome	CDS	with_protein	WHS53868.1	poly-beta-1,6-N-acetyl-D-glucosamine synthase	pgaC	QLH64-26735	pgaC	QLH64_26735	FALSE	QLH64-26735	pgaC
chromosome	CDS	with_protein	WHS53869.1	poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD	pgaD	QLH64-26740	pgaD	QLH64_26740	FALSE	QLH64-26740	pgaD
chromosome	CDS	with_protein	WHS53870.1	FAD-dependent oxidoreductase		QLH64-26745		QLH64_26745	FALSE	QLH64-26745	QLH64-26745
chromosome	CDS	with_protein	WHS53871.1	YbhB/YbcL family Raf kinase inhibitor-like protein		QLH64-26750		QLH64_26750	FALSE	QLH64-26750	QLH64-26750
chromosome	CDS	with_protein	WHS53872.1	hypothetical protein		QLH64-26755		QLH64_26755	FALSE	QLH64-26755	QLH64-26755
chromosome	CDS	with_protein	WHS53873.1	MFS transporter		QLH64-26760		QLH64_26760	FALSE	QLH64-26760	QLH64-26760
chromosome	CDS	with_protein	WHS53874.1	LysR family transcriptional regulator		QLH64-26765		QLH64_26765	FALSE	QLH64-26765	QLH64-26765
chromosome	CDS	with_protein	WHS53875.1	zinc-dependent alcohol dehydrogenase family protein		QLH64-26770		QLH64_26770	FALSE	QLH64-26770	QLH64-26770
chromosome	CDS	with_protein	WHS53876.1	hypothetical protein		QLH64-26775		QLH64_26775	FALSE	QLH64-26775	QLH64-26775
chromosome	CDS	with_protein	WHS53877.1	VWA domain-containing protein		QLH64-26780		QLH64_26780	FALSE	QLH64-26780	QLH64-26780
chromosome	CDS	with_protein	WHS53878.1	RNA polymerase sigma factor		QLH64-26785		QLH64_26785	FALSE	QLH64-26785	QLH64-26785
chromosome	CDS	with_protein	WHS53879.1	hypothetical protein		QLH64-26790		QLH64_26790	FALSE	QLH64-26790	QLH64-26790
chromosome	tRNA			tRNA-Arg		QLH64-26795		QLH64_26795	FALSE	QLH64-26795	QLH64-26795
chromosome	CDS	with_protein	WHS53880.1	NADP-dependent succinate-semialdehyde dehydrogenase	gabD	QLH64-26800	gabD	QLH64_26800	FALSE	QLH64-26800	gabD
chromosome	CDS	with_protein	WHS53881.1	4-aminobutyrate--2-oxoglutarate transaminase	gabT_2	QLH64-26805	gabT	QLH64_26805	TRUE	QLH64-26805	gabT_2
chromosome	CDS	with_protein	WHS53882.1	HDOD domain-containing protein		QLH64-26810		QLH64_26810	FALSE	QLH64-26810	QLH64-26810
chromosome	CDS	with_protein	WHS53883.1	sensor domain-containing diguanylate cyclase		QLH64-26815		QLH64_26815	FALSE	QLH64-26815	QLH64-26815
chromosome	CDS	with_protein	WHS53884.1	acyl-CoA desaturase		QLH64-26820		QLH64_26820	FALSE	QLH64-26820	QLH64-26820
chromosome	CDS	with_protein	WHS53885.1	EAL domain-containing protein		QLH64-26825		QLH64_26825	FALSE	QLH64-26825	QLH64-26825
chromosome	CDS	with_protein	WHS53886.1	DUF6124 family protein		QLH64-26830		QLH64_26830	FALSE	QLH64-26830	QLH64-26830
chromosome	CDS	with_protein	WHS53887.1	sulfur starvation response protein OscA	oscA	QLH64-26835	oscA	QLH64_26835	FALSE	QLH64-26835	oscA
chromosome	CDS	with_protein	WHS53888.1	sulfate ABC transporter substrate-binding protein		QLH64-26840		QLH64_26840	FALSE	QLH64-26840	QLH64-26840
chromosome	CDS	with_protein	WHS53889.1	sulfate ABC transporter permease subunit CysT	cysT	QLH64-26845	cysT	QLH64_26845	FALSE	QLH64-26845	cysT
chromosome	CDS	with_protein	WHS53890.1	sulfate ABC transporter permease subunit CysW	cysW	QLH64-26850	cysW	QLH64_26850	FALSE	QLH64-26850	cysW
chromosome	CDS	with_protein	WHS53891.1	sulfate ABC transporter ATP-binding protein		QLH64-26855		QLH64_26855	FALSE	QLH64-26855	QLH64-26855
chromosome	CDS	with_protein	WHS53892.1	cytochrome C		QLH64-26860		QLH64_26860	FALSE	QLH64-26860	QLH64-26860
chromosome	CDS	with_protein	WHS53893.1	sorbitol dehydrogenase		QLH64-26865		QLH64_26865	FALSE	QLH64-26865	QLH64-26865
chromosome	CDS	with_protein	WHS53894.1	GMC family oxidoreductase		QLH64-26870		QLH64_26870	FALSE	QLH64-26870	QLH64-26870
chromosome	CDS	with_protein	WHS53895.1	DUF962 domain-containing protein		QLH64-26875		QLH64_26875	FALSE	QLH64-26875	QLH64-26875
chromosome	CDS	with_protein	WHS53896.1	Crp/Fnr family transcriptional regulator		QLH64-26880		QLH64_26880	FALSE	QLH64-26880	QLH64-26880
chromosome	CDS	with_protein	WHS53897.1	AraC family transcriptional regulator		QLH64-26885		QLH64_26885	FALSE	QLH64-26885	QLH64-26885
chromosome	CDS	with_protein	WHS53898.1	fatty acid desaturase		QLH64-26890		QLH64_26890	FALSE	QLH64-26890	QLH64-26890
chromosome	CDS	with_protein	WHS53899.1	TonB-dependent siderophore receptor		QLH64-26895		QLH64_26895	FALSE	QLH64-26895	QLH64-26895
chromosome	CDS	with_protein	WHS53900.1	FecR family protein		QLH64-26900		QLH64_26900	FALSE	QLH64-26900	QLH64-26900
chromosome	CDS	with_protein	WHS53901.1	sigma-70 family RNA polymerase sigma factor		QLH64-26905		QLH64_26905	FALSE	QLH64-26905	QLH64-26905
chromosome	CDS	with_protein	WHS53902.1	methyl-accepting chemotaxis protein		QLH64-26910		QLH64_26910	FALSE	QLH64-26910	QLH64-26910
chromosome	CDS	with_protein	WHS53903.1	SRPBCC family protein		QLH64-26915		QLH64_26915	FALSE	QLH64-26915	QLH64-26915
chromosome	CDS	with_protein	WHS53904.1	non-ribosomal peptide synthetase		QLH64-26920		QLH64_26920	FALSE	QLH64-26920	QLH64-26920
chromosome	CDS	with_protein	WHS53905.1	diiron oxygenase		QLH64-26925		QLH64_26925	FALSE	QLH64-26925	QLH64-26925
chromosome	CDS	with_protein	WHS53906.1	DUF3050 domain-containing protein		QLH64-26930		QLH64_26930	FALSE	QLH64-26930	QLH64-26930
chromosome	CDS	with_protein	WHS53907.1	GntR family transcriptional regulator		QLH64-26935		QLH64_26935	FALSE	QLH64-26935	QLH64-26935
chromosome	CDS	with_protein	WHS53908.1	transglutaminase-like cysteine peptidase		QLH64-26940		QLH64_26940	FALSE	QLH64-26940	QLH64-26940
chromosome	CDS	with_protein	WHS53909.1	EAL domain-containing protein		QLH64-26945		QLH64_26945	FALSE	QLH64-26945	QLH64-26945
chromosome	CDS	with_protein	WHS53910.1	DUF6124 family protein		QLH64-26950		QLH64_26950	FALSE	QLH64-26950	QLH64-26950
chromosome	CDS	with_protein	WHS53911.1	tryptophan synthase subunit beta		QLH64-26955		QLH64_26955	FALSE	QLH64-26955	QLH64-26955
